sent,original_cont_label,original_det_label,annotated_cont_labels,annotated_det_labels,CLOB,COLOR,FADE,FORM,K,KAN,KOB,KP,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,BOT,ELEM,FRAG,GÉO,H,HD,MQ,OBJ,PAYS,RADIO,SEX,SG,SYMB,animal_macro,human_macro,abs_macro,food_macro,art_arch_macro,nature_macro,fragment_macro,geo_macro,object_macro,science_macro,graphic_macro
"The fading texture of a tiger's spot on its fur was stark against the vibrant red of the sunset, while a bloodstain on the wall seemed to blend seamlessly into the dark brown of the wood paneling. A black man stood out in a sea of white, his features almost invisible against the snowy backdrop.",['HD'],"['FADE', 'FORM', 'COLOR']","Based on the sentence, I would categorize the following as part of it:

(HD):the tiger's spot
(SG):bloodstain","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: feeling of threat (axiety)",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The human woman walked quickly down the street, her bright yellow sundress standing out against the dull gray buildings as she passed by a small, black coffee shop where two men were sitting at a table, staring at each other intensely over steaming cups of coffee.","['H', 'HD', 'OBJ']","['K', 'COLOR']","Based on the sentence, the following categories are part of it:

(A) A human
(HD):a part of a human body (the woman's legs)
(SG):references to blood (her bright yellow sundress is likely made of fabric that contains blood or has been dyed with red dye)","Based on the sentence, the following categories are part of what's mentioned:

1. KP: small human movement (woman walking)
2. CLOB: feeling of threat (dull gray buildings)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"The old man sat on the hillside, his eyes fixed on the woman walking towards him by the lake's edge, her long hair flowing in the gentle breeze as she smiled and waved at him, their hands touching briefly before he looked away again.","['H', 'PAYS']",['K'],"Based on the sentence, I would categorize it as:

(HD):the woman's hand","Based on the sentence, I would categorize it as:

K: The human/s move (the old man sitting and the woman walking)
CLOB: The object of the sentence is the feeling of threat, axiety (gloom)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"The old wooden door creaked in the fading light, its weathered texture a reminder of the countless nights spent locked away from the world, a prison of my own making, filled with the weight of axiety and the darkness that lurked within.",['HD'],"['FORM', 'CLOB']","Based on the given text, I would categorize the following elements as part of what's mentioned:

- H: a human (the narrator)
- AD: an animal (the old wooden door and its weathered texture)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (creaking)
2. CLOB: feeling of threat or anxiety (axiety)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old photograph showed a faded image of a woman standing in front of a worn wooden fence, her long hair blowing gently in the wind as she gazed out at a distant landscape with a faint smudge on her cheek that resembled a tiger's spot.","['H', 'HD']",['FORM'],"The following categories are part of what's mentioned in this sentence:

(A) A real animal (tiger)
(HD) The devil's horn
(AD) The woman's hair","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the woman standing in front of the fence)
2. COLOR: the object of the sentence is strongly associated with color (the smudge on her cheek resembles a tiger's spot)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The creature's scales shimmered as it slid silently across the sandy beach, its tail twitching back and forth like a metronome, as it chased after a school of darting fish that darted beneath the surface.",['(A)'],['KAN'],"The following categories are part of what's mentioned in this sentence:

(A): creature
(HD): tail
(SG): scales","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. COLOR: strongly associated with color (the creature's scales)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn-out book had faded leather covers and a cracked spine, its once-vibrant gold lettering now dulled by years of dust and smoke, as if it was slowly being devoured by the shadows that crept across its pages.",['HD'],"['FORM', 'FADE']","The following categories are part of what's mentioned in the sentence:

(A) A fictional person (the old man)
(HD) The book itself
(AD) The gold lettering on the cover
(VÊT) The pages","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (implied by ""the shadows that crept across its pages"")
2. CLOB: the object of the sentence is a feeling of threat or anxiety (as indicated by ""slowly being devoured by the shadows"")",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old stone cottage stood alone in the fading light of day, its wooden roof worn smooth by the gentle touch of countless seasons, a soft moss covering the weathered stones like a warm blanket. A wispy tendril of smoke curled lazily from the chimney, carrying the scent of baking bread into the evening air.",['PAYS'],"['FORM', 'FADE']","The following categories are part of what's mentioned in this sentence:

(A) a real animal
(HD) a part of a real animal (specifically, a bird)
(AD) an anatomical part of an animal (specifically, a wing)

These three categories are all related to the image of the old stone cottage and its surroundings.","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the gentle touch of countless seasons)
2. CLOB: feeling of threat or anxiety (the scent of baking bread)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The sun's reflection off the lake's calm surface creates a serene scene. A valley stretches out, its gentle hills covered in a soft, emerald green grass that's beginning to fade into a warm, honey-brown color as it touches the fading light of day.",['PAYS'],"['FORM', 'FADE', 'COLOR']","Based on the given text, I would categorize the following elements:

- The sun: H (human)
- Reflection off the lake's surface: A (animal)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (sun's reflection)
2. COLOR: warm, honey-brown color",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The tiger's spots faded to smudges on the forest floor, blending with the smoke that rose from the burning trees, creating a eerie atmosphere as the black man walked through the clearing, his red hat clutched in one hand, its brim partially obscured by a coal-black hood.","['SEX', 'ANAT']","['FORM', 'COLOR']","Based on the sentence, the following categories are part of it:

(A) A real animal: tiger
(HD) A human: black man (note: while the man is a human, his physical appearance and actions suggest that he may be an African or Asian person, but I've categorized him as a human for simplicity)

(AD) The tiger's spots: faded to smudges on the forest floor

(ABS) None mentioned in this sentence","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: feeling of threat (death, aging, gloom)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"The old wooden bridge creaked in the gentle breeze as it spanned the tranquil lake, its weathered planks reflecting the vibrant hues of a sunset fading into a soft pinkish-orange glow, while a few wispy clouds drifted lazily across the sky, their delicate edges tinged with a hint of smoky grey.",['PAYS'],['FORM'],"Based on the given text, I would categorize the following elements as part of what's mentioned:

- (A) A fictional animal: The old wooden bridge and its weathered planks
- (AD) Part of a real animal: None explicitly mentioned, but the bridge is described in relation to an animal (a bird or something that could be a bird), implying it might be associated with one.
- (H) A human: The person walking across the bridge","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (creeked)
2. CLOB: feeling of threat or anxiety (gloom)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The sun's reflection on the lake's calm surface creates a serene scene, with a mountain range in the background, its peak shrouded in mist. A lone sheep grazes near the riverbank, its woolly fur glistening in shades of brown and grey, while smoke rises from the chimney of a small cottage in the valley below.",['PAYS'],"['FORM', 'COLOR', 'FADE']","Based on the text, the two categories that are part of what's mentioned are:

(HD):a part of a human body
(AD):part of a real animal","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: mountain range
2. CLOB: serene scene",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The old stone cottage stood alone on the windswept hillside, its thatched roof a warm golden brown as the sun set behind it, casting a reddish glow over the valley below, where a small river flowed sluggishly through the landscape, its surface dotted with tiny puddles of murky green mud.",['PAYS'],"['COLOR', 'FORM']","Here are the two categories that can be applied to the given sentence:

(A) A real animal
(HD): a small river","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the wind blowing)
2. CLOB: feeling of threat or anxiety (the ""windswept hillside"" and ""reddish glow"")",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The woman's hand trembled as she held up her finger, which was stained with a bright red bloodstain from the accident earlier that day. Her partner looked at it with concern, shaking his head and placing a reassuring hand on her shoulder.",['HD'],"['K', 'COLOR']","Based on the sentence, the following categories are part of what's mentioned:

(HD):a finger
(ABS):blood","Based on the sentence, the following categories are part of what's mentioned:

1. KP: small human movement (the woman holding up her finger)
2. COLOR: bright red (the bloodstain)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The subject is a hand. As I move it slightly, its wrinkled palm scrapes against my fingertips, releasing tiny droplets of sweat onto the smooth surface. The gentle flexion of my wrist causes the fingers to curl and uncurl, creating a soft whooshing sound as they glide through the air.",['HD'],"['KP', 'FADE']","Here are the two categories that can be applied to the given sentence:

A: An animal (specifically, a hand)
H: A human
(HD): The fingers and wrist of a human","Based on the sentence, the following categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is a feeling of threat (gloomy or anxious)
3. COLOR: the object of the sentence is a color (smooth surface)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The man walked towards the woman, who was standing still in front of him. As he approached, she turned to face him and they locked eyes for a moment before he smiled and took her hand.","['HD', 'H']",['K'],"Based on the sentence, the following categories are part of it:

(A) A human
(HD):a person's head
(SG):references to blood (the woman is standing still in front of him, implying a potential transfusion or connection)
(ELEM):one of the primary elements (blood)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: feeling of threat (gloom)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old, worn-out key had faded to a dull silver, its once-sharp edges now rough and weathered like the skin of an elderly man, who sat in his darkened room, surrounded by shadows that seemed to seep from the walls, filled with anxiety.","['HD', 'SEX']","['FORM', 'COLOR', 'CLOB']","Based on the given text, I would categorize the following elements as part of what's mentioned:

- (A) a fictional animal: The old key is compared to an ""elderly man"", suggesting it could be a mythical creature or a person.
- (H) a human: The elderly man in his room and the anxiety he seems to feel are characteristic of humans.
- (AD) part of a real animal: There's no direct reference to an actual animal, but the old key might be compared to one.","Based on the sentence, I would categorize it as:

K: The human/s move (the old man)
CLOB: The feeling of threat, axiety (anxiety)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"The old carnival mask had faded to a soft, velvety grey, like the sheep's wool after a spring rain, its intricate patterns now dulled by time and neglect.",['MQ'],"['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(A) A mask
(HD) Sheep's wool
(SG) Blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the old carnival mask)
2. COLOR: the object of the sentence is strongly associated with color (grey)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The old carnival mask had faded to a soft, misty grey, like the sheep's wool in the morning dew. A tiny smudge of smoke still lingered on its corner, as if it had just emerged from a distant fire.","['MQ', 'HD']",['FORM'],"The following categories are part of what's mentioned in this sentence:

(A) An object: carnival mask
(HD) A part of an animal: sheep's wool
(SG) References to blood: smudge of smoke, distant fire","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the old carnival mask)
2. COLOR: misty grey and sheep's wool (both associated with color)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"The old, worn-out book had faded leather covers and a cracked spine, its once-vibrant gold lettering now dull and yellowed like aged parchment, with tiny smudges of smoke seeping through the pages' torn edges.","['OBJ', 'SYMB']",['FORM'],"The following categories are part of what's mentioned in this sentence:

(A) A real animal (book)
(HD) An anatomical part of an animal (covers, spine)
(ELEM) One of the primary elements (leather, parchment)
(AD) Part of a real animal (lettering, edges)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the book opening and closing)
2. COLOR: the object of the sentence is strongly associated with color (gold lettering)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"The old, worn leather suitcase had a rough, weathered texture from years of being dragged through dusty roads and muddy fields, its faded brown color a testament to its countless journeys.",['OBJ'],"['COLOR', 'FADE']","The following categories are part of what's mentioned in this sentence:

(A): The old, worn leather suitcase
(HD): rough, weathered texture from years of being dragged through dusty roads and muddy fields
(ELEM): leather","Based on the sentence, the two categories that are part of what's mentioned are:

1. KP: small human movement (in this case, the action of dragging through dusty roads and muddy fields)
2. COLOR: faded brown color",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The old, worn-out book had faded yellow pages and a cracked leather cover, its once-vibrant red binding now dulled by years of use.",['OBJ'],"['COLOR', 'FORM']","The following categories are part of what's mentioned in this sentence:

(HD):the book
(AD):pages and cover","Based on the sentence, the two categories that are part of what's mentioned are:

1. KP: small human movement (the pages and cover moving)
2. CLOB: the object of the sentence is a feeling of threat or anxiety (the book being old and worn out)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The laptop's screen flickered as it hovered above the desk, its cursor dancing across the glass-like surface of the keyboard. The flame from the fireplace crackled and spat, casting a warm glow on the surrounding furniture.",['OBJ'],['KOB'],"Here are the two categories that I've identified for the given sentence:

1. (A) A real animal
2. (H) A human","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the laptop's screen flickering)
2. CLOB: the object of the sentence is a feeling of threat or anxiety (the flame from the fireplace casting a warm glow)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The laptop's screen flickered as it hovered above the desk, its keyboard keys clicking rapidly as the user typed away, while a faint hum emanated from the device's speakers, and the air around it seemed to ripple with static electricity.","['OBJ', '(H)', 'ABS']",['KOB'],"Here are the two categories that I've identified for the given sentence:

1. (A):a real animal
2. (AD):part of a real animal","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the laptop hovering above the desk)
2. CLOB: the object of the sentence is the feeling of threat, anxiety (faint hum emanating from the device's speakers)",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"The cat's heart beats rapidly as it lies on its side, surrounded by a pool of water that gently ripples outward, creating small waves that disturb the surrounding air molecules, causing them to vibrate and create a soft breeze.","['OBJ', 'ANAT']",['KOB'],"Here are the two categories assigned to the given sentence:

(A): H (a human)
(HD): ANAT (an anatomical part of an animal, specifically the cat's heart)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is the feeling of threat, anxiety.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"The old wooden door had faded patina, its intricate carvings worn smooth by time and weather, like the soft, velvety texture of a sheep's fur in the morning dew.","['OBJ', 'BOT']",['FORM'],"The following categories are part of what's mentioned in this sentence:

(A) A fictional animal (the old wooden door)
(HD) A part of a fictional person (its intricate carvings)
(ELEM) An element (wood, time, weather, soft texture, sheep's fur, dew)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (in this case, the action of time and weather wearing down the door)
2. COLOR: the object of the sentence is strongly associated with color (the old wooden door has a faded patina)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"The old carnival mask had faded to a soft, velvety grey, its intricate designs worn away like the gentle texture of a well-worn velvet cloak.",['MQ'],['FORM'],"The following categories are part of what's mentioned in this sentence:

(HD):a mask
(AD):the design
(SYM):a symbol","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the old carnival mask)
2. COLOR: the object of the sentence is strongly associated with color (grey)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The fragmented element was a torn piece of fabric caught in a tree branch, partially wrapped around a small bird's leg as it struggled to free itself from the sticky material.",['FRAG'],['KAN'],"Based on the given text, the two categories that are part of what's mentioned in the sentence are:

1. (A): a fictional animal
2. (AD): a fragmented element","Based on the sentence, the two categories that are part of what's mentioned are:

1. KP:small human movement
2. COLOR:the object of the sentence is strongly associated with color (specifically, a bloodstain)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The fragmented glass shard lay on the dusty floor, its jagged edges rough against my skin as I picked it up, the cool metal of the knife scraping against the sharp edge, releasing a faint scent of sandalwood and decay into the air.",['FRAG'],['FADE'],"Here are the two categories that can be applied to the given sentence:

(A) an object
(HD):a part of an animal (specifically, a knife)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the action of picking up the glass shard)
2. CLOB: feeling of threat or anxiety (the scent of sandalwood and decay)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The old, worn leather saddle slowly cracked and faded like a dying embers, its once-sharp edges now dull and rough to the touch, as if the weight of countless miles had etched lines into its surface, like the fur of a tired wolf.",['A'],"['CLOB', 'FORM']","The following categories are part of what's mentioned in this sentence:

(A) A real animal (the wolf)
(HD) The fur of a tired wolf
(ELEM) Fur","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle cracking and fading)
2. CLOB: the object of the sentence is a feeling of threat or anxiety (the weight of countless miles)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn leather saddle had faded to a soft brown and was covered in a thick layer of dust, its once shiny surface now dull and speckled with tiny, black freckles like a tiger's spots.",['A'],"['COLOR', 'FORM']","Here are the two categories that can be applied to the given sentence:

(A): an object (the saddle)
(HD): a part of an animal (the leather, the surface)","Based on the sentence, the two categories that are part of what's mentioned are:

1. KP: small human movement (the saddle had faded)
2. COLOR: strongly associated with color (brown)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn-out map lay on the dusty shelf, its faded ink bleeding into a dull brown, like the patina on an ancient statue's stone skin, evoking a sense of foreboding and unease in those who gazed upon it.",['A'],"['COLOR', 'FORM', 'CLOB']","The following categories are part of what's mentioned in this sentence:

(HD):the map
(AD):the old, worn-out map
(SG):the patina on an ancient statue's stone skin","Based on the sentence, I would categorize it as:

K: The human/s move (the old, worn-out map)
CLOB: The object of the sentence is the feeling of threat, axiety (foreboding and unease)",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old tree creaked in the fading sunlight, its gnarled branches like skeletal fingers reaching for the sky, a reminder of the storm that had ravaged it just hours before, leaving behind a trail of smoke and ash.",['A'],"['FORM', 'CLOB']","The following categories are part of what's mentioned in this sentence:

(A) A real animal (the tree)
(HD) An anatomical part of an animal (the gnarled branches, the skeletal fingers)
(AD) Part of a real animal (the tree itself)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the tree creaking)
2. COLOR: a black object (coal) associated with the color black
3. FORM: a trail of smoke and ash",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn leather saddle had faded to a soft brown from years of exposure to the elements and had developed a subtle texture like rough burlap, its stitching now frayed and worn smooth by countless miles of travel.",['A'],"['FORM', 'FADE']","Here are the two categories that can be assigned to the given sentence:

(A) an object
(HD):a part of a human body","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle had developed a subtle texture like rough burlap)
2. CLOB: the object of the sentence is the feeling of threat, anxiety (the old, worn leather saddle had faded to a soft brown)",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The lion's mane seemed to writhe in fear as it paced back and forth before its captor, its fur standing on end like a dark, matted halo against the dimly lit room.",['A'],"['KAN', 'CLOB', 'COLOR']","The following categories are part of what's mentioned in the sentence:

(A) An animal (lion)
(HD) A part of an animal (mane, fur)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (lion's mane)
2. CLOB: feeling of threat (fear)",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The cat's fur was rough against my skin as it pounced on the toy mouse, its claws digging gently into the soft fabric.",['A'],"['KAN', 'FADE']","Here are the two categories that can be identified in the given sentence:

(A) An animal
(HD) A part of an animal (specifically, a cat's claws)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the cat pouncing)
2. COLOR: the object of the sentence is strongly associated with color (cat fur)",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The giraffe stretches its long neck to reach a juicy leaf on the tall tree branch, while its legs remain still as it munches away slowly.","['A', 'AD']",['KAN'],"Here are the two categories that can be identified in the given sentence:

(A) Animal
(HD) Part of an animal (specifically, a giraffe's neck and legs)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (giraffe stretching)
2. CLOB: feeling of threat (gloomy or ominous tone implied by ""tall tree branch"")",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The tiger's fading stripes are partially obscured by smoke, which has turned them a dull grey-brown color, while its eyes seem to gleam with an inner intensity, like embers burning bright red in the darkness of a coal-black night.","['A', 'AD']","['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(AD):the tiger
(HD):its eyes","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (tiger's fading stripes)
2. COLOR: dull grey-brown color (which describes the smoke)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The elephant's massive body glides effortlessly through the murky waters, its tusks glistening in shades of brown and grey as it searches for a patch of mud to wallow in, its wrinkled skin absorbing the cool texture like a black burlap sack.","['A', 'ELEM', 'AD']","['KAN', 'COLOR', 'FADE']","Based on the given text, the two categories that are part of what's mentioned are:

1. H (a human)
2. E (an element)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: feeling of threat (axiety)",0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"The cat's eyes gleamed like emeralds in the dim light as it stalked its prey through the forest floor, its tail twitching ominously behind it, a faint trail of crimson leading to a discarded bloodstain on the trunk of an ancient tree.","['A', 'FRAG', 'SG']","['KAN', 'COLOR']","Based on the sentence, the two categories that apply are:

(HD):a part of a fictional person (the cat's tail)
(ABS):an abstract concept (the emeralds)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: The cat's eyes
2. CLOB: The feeling of threat (death)",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"The cat's eyes gleamed at the shiny red ball lying on the dark brown carpet, its movement slow and deliberate as it stalked towards it with a stealthy intent.","['A', 'OBJ']","['KAN', 'COLOR']","Based on the sentence, the following categories are part of what's mentioned:

(A) A fictional animal: cat
(HD) A part of a fictional animal: eyes
(AD) A real animal: none (but implied as the ball)
(BS) An abstract concept: none (but implied as ""intent"")
(E) An anatomical part of an animal: none","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is the feeling of threat, anxiety.",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"The old painting depicted a serene landscape with a subtle gradient of faded blue hues, evoking a sense of melancholy and longing. In the foreground, a wispy tendril of smoke curled around a lone tree, its texture reminiscent of aged parchment.",['ABS'],['FORM'],"The following categories are part of what's mentioned in this sentence:

(HD):a part of the painting
(AD):the tendril of smoke
(SYM):a symbol like letters or numbers, specifically ""smoke""","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the wispy tendril of smoke)
2. CLOB: the object of the sentence is a feeling of threat or anxiety (melancholy and longing)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The abstract concept of freedom danced across the canvas as a lone figure leaped off the cliff, their arms outstretched and legs splayed, amidst a swirling storm of turbulent blue water that churned and foamed in the background.",['ABS'],['KOB'],"Based on the given text, I would categorize the following elements as part of what's mentioned:

- H: a human (the figure leaping off the cliff)
- H/A: a mix of human and animal (the figure has legs and arms like a human, but also features of an animal, such as claws or wings)","Based on the sentence, I would categorize it as follows:

K: The human/s move (the figure leaping off the cliff)
CLOB: The object of the sentence is the feeling of threat, anxiety (abstract concept of freedom being threatened by a turbulent storm)",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
